@relation waveform
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute x8 real
@attribute x9 real
@attribute x10 real
@attribute x11 real
@attribute x12 real
@attribute x13 real
@attribute class {-,+}
@data
2.12,1.67,1.4,0.83,1.23,1.85,2.5,2.72,0.82,4.04,3.13,2.31,3.53,2.64,+
3.25,4.34,2.62,1.3,1.24,2.7,-0.37,1.54,0.95,0.77,3.72,4.26,1.72,1.79,+
1.52,3.99,2.84,3.86,1.97,3.8,2.95,0.94,1.72,0.97,4.25,1.89,1.15,2.05,+
3.19,1.82,1.73,1.35,-0.04,-0.77,3.9,2.7,2.31,2.9,4.61,2.72,3.18,2.55,+
1.89,4.64,3.77,3.08,2.23,3.41,2.53,1.69,-1.22,1.38,2.16,0.9,1.23,0.89,+
1.58,1.61,2.18,2.68,1.34,0.84,2.51,2.09,1.92,4.25,2.19,4.82,1.51,2.65,+
1.73,3.62,4.35,3.1,2.69,1.43,1.19,2.87,-0.38,2.18,1.55,2.47,1.64,0.34,+
1.18,1.8,0.21,0.67,1.72,1.34,0.87,2.89,2.73,4.31,5.31,5.04,4.67,4.02,+
4.82,4.01,7.07,2.89,2.27,3.53,1.52,-0.86,-0.51,-2.2,1.95,-0.24,-0.52,-0.47,+
1.67,4.6,5.33,1.06,3.98,3.71,2.35,1.84,3.52,4.52,0.28,2.75,1.64,1.72,+
2.29,1.23,2.02,0.61,0.32,1.25,2.19,1.65,4.52,4.69,4.85,4.22,3.81,3.24,+
1.9,1.9,3.87,1.95,2.21,0.43,2.84,0.48,2.84,1.45,2.01,2.83,2.95,2.27,+
2.48,0.56,1.1,3.34,1.87,1.7,2.72,1.44,2.87,2.23,2.08,3.37,3.67,3.27,+
-2.71,-0.47,-1.37,-0.23,-0.65,0.64,0.37,4.03,4.21,3.38,5.86,4.92,5.47,2.1,+
5.38,5.18,6.4,5.72,1.95,4.78,1.53,0.76,0.46,-1.38,0.72,1.67,1.38,1.03,+
2.88,4.62,5.19,3.21,2.39,1.85,0.74,1.52,2.03,1.51,0.29,1.68,1.98,0.39,+
2.74,2.65,4.63,4.68,4.74,0.57,-0.31,1.7,1.65,3.09,1.61,0.42,0.26,0.31,+
4.25,4.95,5.58,5.57,2.97,5.67,2.11,1.84,2.05,-0.4,-0.44,1.21,0.22,-0.02,+
2.13,3.88,3.36,4.39,2.41,2.77,2.29,4.57,1.25,1.82,0.45,2.3,2.47,1.3,+
3.32,1.25,4,2.8,2.31,2.15,3,0.92,1.64,-1.03,0.65,1.56,2.37,1.97,+
4.48,6.06,4.89,4.72,2.82,3.85,0.83,1.08,-0.93,0.93,1.7,1.2,-0.55,-0.31,+
0.43,2.37,1.6,0.26,1.1,2.67,4.54,2.98,2.56,3.48,3.7,2.96,2.48,3.13,+
4.05,2.36,2.88,2.58,2.63,2.5,2.33,1.44,1.29,1.62,0.89,1.62,2.7,3.59,+
3.03,2.55,3.3,1.05,3.71,0.98,1.98,3.84,2.52,3.56,3.15,3.78,2.53,0.88,+
4.12,3.07,3.38,3.49,3.31,2.79,3.87,1.78,2.34,1.7,1.63,0.79,3.52,1.89,+
0.87,1.89,3.54,-0.29,2.02,1.92,3.71,0.58,0.82,1.42,4.14,2.49,4.78,1.75,+
2.38,1.6,3.28,3.18,1.49,3.02,2.76,2.5,1.99,2.1,4.3,1.69,3.7,0.86,+
3.87,3.33,1.58,3.04,1.61,0.75,1.06,0.66,2.34,0.72,1.77,1.68,2.51,-0.12,+
1.52,1.35,1.49,3.81,2.33,1.34,1.45,3.7,3.08,5.01,3.27,3.4,2.23,2.56,+
0.75,1.99,2.04,0.73,0.36,3.18,3.01,2.92,3.68,3.58,3.42,3.03,2.82,1.37,+
1.91,1.48,4.45,3.32,2.15,1.32,2.04,2.85,1.97,0.08,3.92,1.37,0.69,-0.17,+
2.25,2.34,5.44,3.42,3.56,3.6,1.21,2.34,1.17,0.1,0.68,3.72,0.28,0.77,+
1,-1.02,1.45,0.37,-0.29,1.18,1.79,2.68,4.14,4.2,5.29,3,2.07,3.5,+
5.01,2.86,4.92,4.11,3.11,1.29,1.84,0.9,-0.22,1.03,1.54,0.76,-0.33,0.19,+
-0.76,-1.15,-0.62,0.99,2.58,0,3.13,2.31,4.65,3.82,5.81,5.87,4.79,0.63,+
0.26,2.7,0.39,1.64,2.17,3.01,1.87,2.35,2.36,1.81,3.3,3.39,2.65,3.34,+
1.75,1.95,2.17,0.47,0.45,1.45,1.7,2.82,2.04,3.71,6.35,2.94,4.35,2.21,+
1.62,3.59,4.62,3.64,1.39,3.67,2.51,0.99,0.86,0.43,0.71,1.63,1.77,1.07,+
1.7,3.99,3.46,1.58,2.9,1.47,1.02,2.97,1.43,2.71,2.7,2.31,2.89,0.63,+
2.46,3.74,4.07,4.94,2.07,4.47,1.48,1.99,0.49,1.16,1.26,0.5,2.5,1.24,+
4,2.77,4.43,2.73,3.82,1.92,2.16,0.71,2.45,1.67,1.68,1.1,2,0.01,+
3.07,4.41,6.33,4.5,3.27,3.44,1.61,0.74,0.25,-0.06,-0.04,1.26,1.05,-0.54,+
-1.07,-0.67,1.9,-0.26,1.65,2.02,2.47,4.45,4.16,4.04,4.88,3.18,2.92,2.63,+
3.28,2.33,4.06,4.02,4.87,3.22,2.16,0.72,0.3,2.55,2.77,2.98,0.28,-0.36,+
5.1,4.2,5.2,4.08,2.17,1.77,1.25,0.4,1.06,-0.35,0.46,-1.04,-0.06,-1.34,+
2.12,1.61,4.34,4.14,1.65,3.06,1.38,1.45,-0.14,1.05,1.62,1.55,0.75,1.01,+
0.46,2.16,3.47,1.99,2.33,3.9,1.59,2.05,1.5,1.32,2.64,2.17,2.97,1.6,+
0.84,2.26,1.28,4.15,0.42,0.21,2.61,1.97,1.14,4.57,3.84,2.41,3.85,0.33,+
1.38,1.99,3.52,2.22,2.04,1.07,2.94,2.36,2.32,3.11,5.37,3.78,1.53,0.58,+
4.23,5.47,6.24,5.62,3.72,1.83,1.61,1.57,0.09,1.63,-0.84,1.56,2.19,-0.06,+
3.18,1.12,0.73,1.83,2.27,1.55,0.62,1.44,4.77,5.13,4.48,3.55,3.45,1.3,+
2.67,4.19,6.73,3.4,5.08,2.62,1.01,2.18,-1.33,0.93,0.3,0.88,0.4,0.92,+
-0.55,1.33,-0.84,-0.77,0.78,0.66,2.55,1.74,4.29,5.64,6.66,5.79,3.39,3.73,+
1.52,0.34,1.26,-0.03,0.43,0.3,1.29,3.17,4.66,5.32,6.04,3.97,4.25,3.23,+
4.65,5.17,5.17,4.06,3.44,2.64,2.45,2.6,1.96,0.23,0.34,-0.07,0.17,2.15,+
4.37,4.94,3.66,3.53,4.87,3.4,1.82,1.96,2.81,-0.87,0.34,-0.98,0.18,-0.86,+
3.81,3.72,5.86,4,4.81,2.7,0.79,-0.38,1.74,1.56,-0.2,0.44,-1.73,0.3,+
2.84,3.56,4.36,3.94,2.51,2.55,0.01,0.87,0.78,0.42,1.15,0.83,-0.32,0.05,+
2.64,1.88,0.74,0.54,-1.27,2.8,1.35,2.17,3.52,3.86,4.52,2.39,2.59,1.56,+
-0.13,1.16,1.2,-0.15,-0.59,0.7,1.97,3.54,4.26,4.15,4.29,4.7,4.33,3.17,+
1.59,1.54,0.42,0.62,3.23,1.95,1.45,2.09,3.76,5.3,3.87,2.74,1.82,2.36,+
3.64,3.14,5.02,3.39,2.6,1.67,0.89,1.32,0.77,0.68,0.61,-1.35,2.12,-0.37,+
1.37,1.67,4.52,2.57,1.99,3.31,2.37,-0.32,1.14,2.87,3.23,2.08,1.56,3.24,+
2.63,3.37,4.34,4.1,2.68,1.09,3.93,-1.23,1.05,1.11,0.33,2.01,1.49,-0.27,+
4.1,5.33,7.17,5.71,3.88,2.32,2.43,1.48,1.33,0.92,1.86,-1,0.86,0.04,+
-0.23,0.86,0.34,-0.57,0.06,2.44,3.73,3.37,2.1,5.3,5.76,5.85,3.41,1.8,+
0.97,1.7,1.41,2.72,3.11,5.04,5.33,3.78,3.38,3,1.18,3.01,0.61,0.69,+
-1.17,0.33,2.08,1.58,0.52,3.66,3.08,3.84,3.89,3.41,2.44,2.83,2.32,-0.68,+
1.3,1.68,1.46,1.66,2.79,3.43,4.96,2.98,5.07,5.06,5.37,3.22,1.33,-0.68,+
-0.22,-0.33,-0.31,1.24,0.79,2.5,3.93,4.05,0.98,4.55,4.15,4.86,3.81,1.89,+
-0.19,-1.25,0.99,1.52,3.3,3.46,4.8,3.75,3.82,4.41,4.15,2.5,0.03,2.15,+
-0.63,1.68,1.29,2.21,4.58,3.99,4.04,5.02,4.93,2.66,4.09,1.26,1.45,1.79,+
-0.76,1.91,2.15,0.84,3.22,1.49,4.39,3.62,4.91,4.63,4.22,3.76,2.11,1.89,+
-0.15,0.56,0.37,1.6,-0.02,-1.48,1.53,3.49,2.23,3.87,5.17,4.01,4.11,1.86,+
-0.16,0.25,-0.78,0.39,1.12,-0.19,4.16,4.94,3.03,5.53,4.18,5.19,2.82,1.85,+
-0.62,-0.21,1.87,2.21,3.81,5.06,6.22,5.53,2.65,3.11,2.71,2.58,2.18,0.84,+
1.06,-0.67,0.06,0.71,2.04,6.16,3.26,3.98,4.84,2.23,1.53,1.4,-0.53,0.99,+
-1.4,0.45,1.38,-0.84,2.73,2.4,3.12,4.54,1.77,4.28,3.1,3.8,2.03,4.79,+
-1.17,1.18,2.24,3.12,4.66,4.05,5.37,4.92,5.59,4.57,2.74,2.26,0.77,-1.27,+
-0.35,-0.53,-1.48,-0.98,0.97,2.93,2.63,2.54,4.66,4.06,5.19,3.24,4.53,3.12,+
-0.53,1.1,3.41,2.28,4.87,6.45,5.52,5.19,3.54,0.7,3.9,2.22,1.2,1.54,+
0.65,0.73,0.63,4,4.84,4.7,6.07,5.43,4.21,4.06,4.96,2.53,0.45,0,+
-0.36,-1.04,1.12,0,0,0.83,2.75,3.08,4.66,3.8,6.71,5.1,4.54,2.68,+
-1.41,1.6,1.09,-0.38,0.35,2.44,5.03,4.6,3.13,4.95,3.93,3.24,3.41,1.33,+
0.05,0.9,-1.18,0.93,2.77,3.8,4.37,2.94,3.53,3.72,2.17,1.4,2.85,0.91,+
0.15,1.69,0.01,-0.09,1.64,1.26,1.65,2.77,2.51,5.22,4.34,6.2,4.09,3.98,+
2.33,1.91,2.27,-0.08,1.74,3.27,4.09,4.91,2.22,5.04,5.1,4.5,1.05,2.38,+
0.26,0.84,1.89,2.03,4.41,2.97,4.23,6.24,4.28,3.85,2.08,1.58,2.04,-0.49,+
1.48,2.08,2.87,3.24,3.97,5.31,5.59,4.69,4.31,3.11,0.47,0.66,0.35,0.4,+
0.9,0.61,0.16,2.56,3.37,3.4,5.83,4,1.38,5.24,1.08,1.12,2.57,1.02,+
-1.41,-0.75,0.21,0,0.21,3.52,3.32,5.46,4.92,5.27,3.63,4.97,1.73,2.13,+
-1.22,-0.59,-0.51,1.03,0.98,1.81,2.17,2.89,3.43,4.12,5.62,4.39,4.43,3.07,+
0.09,1.55,1.13,1.16,1.44,2.06,4.96,2.88,3.13,4.68,3.48,2.64,1.07,2.09,+
1.51,-3.24,-1.54,-0.99,-0.04,0.01,3.32,2.34,2.93,4.82,8.56,3.82,4.02,3.96,+
-0.27,0.69,-0.45,-0.73,0.39,1.78,3.68,3.22,4.83,5.23,4.77,1.24,3.89,1.97,+
-2.4,-0.66,1.87,1.85,2.52,3.53,5.35,4.9,5.67,4.16,2.88,2.66,3.64,1.05,+
0.09,-1,1.17,4.7,2.56,3.34,4.89,3.74,2.17,2.84,2.38,1.33,1.01,1.16,+
0.2,2.6,1.25,2.83,2.28,3.75,5.21,5.89,5.66,4.6,4.87,1.02,2.86,2.1,+
-1.56,-1.68,0.8,1.17,-0.01,-0.11,4.5,4.89,4.39,4.59,5.43,4.13,3.48,3.5,+
2.05,2.84,1.88,2.17,4.54,3.04,4.55,2.86,2.3,3.27,4.2,1.31,3.18,0.64,+
1.26,1.17,1.99,3.38,3.52,7.86,5,5.62,4.16,3.28,2.49,2.01,1.05,-0.32,+
-0.55,0.63,1.87,2.58,2.35,5.28,3.78,4.17,3.83,1.16,3.04,2.35,-1.28,0.27,+
-0.88,0.07,-0.47,0.63,0.41,2.89,3.31,3.3,3.04,4.05,4.32,3.63,3.32,2.73,+
0.67,0.12,2.19,2.77,3.2,4.09,5.31,5.45,5.13,2.13,2.04,-0.08,-0.7,0.29,+
0.85,0.48,-0.41,0.09,0.32,2.38,3.1,4.36,4.56,5.87,6.34,5.57,6.07,0.83,+
1.07,0.83,2.09,1.12,3.25,4.56,4,4.58,4.43,2.08,2.51,1.14,0.7,1.94,+
-0.2,0.64,0.34,1.59,1.18,5.27,3.78,3.17,2.83,5.29,4.26,3.62,3.65,3,+
-1.23,2.12,0.97,3.27,4.31,3.37,2.86,4.88,3.66,3.82,1.59,1.09,0.36,-0.34,+
-0.68,0.54,0.99,2.03,2.17,3.09,3.44,2.94,4.04,3.22,4.99,2.32,4.1,2.3,+
0.34,0.48,2.47,3.7,5.56,6.39,5.8,5.7,4.98,1.33,2.41,2.14,0.94,0.53,+
-0.3,-0.25,0.34,-0.23,1.24,2.85,3.26,3.52,5.65,1.7,4.14,5.17,2.87,4.27,+
0.74,-0.43,0.02,2.55,1.69,1.49,2.36,2.32,5.01,3.39,4.7,2.45,3.17,0.17,+
-0.24,0.63,0.6,2.23,0.59,5.06,1.39,2.76,3.99,3.34,3.26,2.9,3.75,1.37,+
-0.91,-0.03,0.93,3.15,1.62,3.32,4.09,4.71,2.53,3.61,2.85,2.42,3.82,-0.05,+
0.39,1.32,1.86,3.07,2.38,4.88,5.46,3.64,4.88,4.23,1.58,0.62,0.01,-0.73,+
0.6,-0.91,1.09,2.53,4.49,3.16,5.74,6.8,0.75,3.73,2.24,1.5,0.92,0.69,+
1.42,0.92,1.41,3,4.6,4.44,7.58,3.28,4.35,1.89,2.09,2.23,-0.76,0.04,+
0.2,0.49,1.36,1.87,3.27,3.6,5.16,3.72,3.13,3.23,2.6,0.6,2.64,0.27,+
-0.74,0.14,-0.37,1.19,-0.69,3.23,2.49,2.92,4.45,5.08,5.56,5.84,0.78,2.25,+
-0.14,-0.54,1.47,2.72,1.96,2.29,4.89,3.42,3.18,3.62,3.19,1.86,1.56,2.07,+
-0.65,-1.8,0.18,-1.36,-1.3,1.64,1.54,3.25,2.72,5.83,5.24,4.51,3.99,3.25,-
0.38,-1.24,0.29,2.21,0.43,1.79,5.36,4.16,4.5,2.99,4.37,1.96,3,0.73,-
-0.86,1.73,0.97,-0.16,-0.74,0.38,1.27,4.81,3.59,4.96,5.12,4.63,3.81,3.15,-
-0.71,0.21,1.68,3.31,3.48,3.28,5.8,2.16,3.55,3.82,1.66,1.23,0.99,2,-
0.98,1.16,0.77,2.86,1.65,2.66,2.77,4.45,5.94,5.49,4.77,1.86,2.04,-0.86,-
1.3,1.51,-0.24,0.87,4.13,4.33,4.77,4.01,3.14,3.62,4.67,3.3,1.07,1.79,-
-0.45,2.22,0.05,0.95,2.91,3.38,2.7,6.33,3.78,1.36,4.65,3.39,0.7,-0.08,-
-0.09,0.13,0.86,2.06,-2.22,3.33,5.96,3.12,5.89,3.43,4.84,3.17,2.03,1.92,-
-1.68,-0.98,1.14,1.15,2.04,3.06,2.99,2.6,3.75,5.48,3.59,2.83,1.64,2.07,-
0.54,1.03,-0.62,1.85,2.43,3.28,1.26,3.38,4.01,3.83,4.17,4.31,1.22,1.49,-
-0.5,-0.4,0.96,0.34,0.68,2.48,3.24,3.03,3.89,3.41,5.6,4.36,2.73,2.67,-
0.62,-0.61,0.98,1.78,2.88,3.37,4.9,3.65,3.54,5.29,4.22,4.14,0.56,0.72,-
-0.34,-1.9,2.44,-1.02,1.63,2.33,2.61,5.71,3.94,5.27,5.58,4.34,5.5,1.95,-
-0.69,1.21,0.2,2.07,1.38,3.24,3.19,5.2,2.13,3.16,3.2,2.77,2.71,-0.87,-
1.47,0.58,1.42,3.65,2.93,3.59,5.11,4.56,2.92,4.24,2.02,2.85,-0.53,0.44,-
0.34,-0.24,1.49,2.28,3.11,5.58,5.69,5.63,4.67,4.81,3.11,1.37,-0.2,0.33,-
-0.94,1.62,-1.12,1.96,1.47,2.69,2.75,3.03,4.26,4.91,5.34,3.94,2.92,2.52,-
0.63,1.13,1.44,0.08,3.29,5.72,5.04,4.98,4.56,3.27,3.78,1.17,0.43,-0.39,-
0.27,1.3,-0.26,-0.44,-0.97,2.05,3.04,4.48,3.66,5.68,6.75,2.97,3.41,3.49,-
0.62,1.41,0.71,1.56,0.93,1.6,0.26,2.13,3.79,3.01,4.71,3.05,3.11,3.23,-
-0.56,2.35,1.95,0.44,1.16,2.75,3.15,3.3,3.09,4.82,3.14,3.47,1.97,0.68,-
-0.6,0.74,0.79,0.73,4.27,2.66,4.56,5.38,4.51,3.79,4.17,-0.05,0.76,3.14,-
0.85,-0.14,0.49,2.16,2.76,3.38,4.56,4.9,2.72,4.25,4.91,2.73,1.51,1.55,-
0.58,0.68,2.73,1.79,0.93,2.6,3.2,5.37,3.53,3.38,2.61,3.54,0.8,0.88,-
-0.87,2.73,0.08,0.31,-0.04,2.32,4.44,2.94,5.7,3.37,7,6.04,3.46,3,-
2.2,-0.6,0.99,1.79,3.8,2.7,3.9,5.8,4.72,4.81,2.27,5.04,1.87,-0.05,-
-1.85,0.43,-0.3,1.2,-0.12,1.64,3.65,3.71,5.55,4.13,4.12,3.68,1.18,1.78,-
-0.77,-0.93,0.42,2.14,1.21,2.9,4.25,3.62,4.34,3.83,4.41,3.56,1.48,0.59,-
0.93,0.93,-0.45,2.71,1.5,3.02,5.01,5.1,5.84,3.12,4.4,5.13,1.47,2.38,-
-1.12,1.59,0.08,0.98,1.92,1.34,3.15,1.58,4.44,3.8,5.49,4.47,2.78,1.64,-
-1.14,-0.24,0.1,-0.27,-0.1,1.76,2.48,3.06,3.35,3.73,6.75,7.75,5.42,3.78,-
1.31,0.62,3.02,2.34,5.24,4.45,5.26,3.99,5.11,2.91,4.41,1.36,0.41,0.81,-
-0.28,0.94,1.73,2.54,3.01,2.12,5.25,3.24,6.68,5.82,4.75,0.94,2.25,0.05,-
1.29,-0.29,2.63,3.83,4.43,4.82,5.94,3.34,3.75,3.85,1.77,1.87,0.75,1.4,-
-0.79,0.47,-0.29,1.12,2.98,3.08,3.52,4.08,4.28,5.57,4.65,2.69,3.97,1.72,-
-0.45,0.91,-1.47,1.6,1.59,3.48,3.02,2.6,4.75,4.46,4.78,3.25,1.96,3.43,-
1.29,-0.12,-1.37,0.29,-0.5,1.43,1.84,4.21,4.84,4.38,5.76,6.36,2.71,1.57,-
-0.96,0.13,-0.14,0.63,-0.63,4.2,1.76,3.15,2.55,4.8,5.18,4.64,3.45,1.48,-
1.25,0.34,2.03,0.38,0.98,2.51,3.72,3.78,2.3,4.2,3.56,3.68,3.39,2.58,-
-1.96,1.43,2.32,-0.59,1.59,2.91,5.92,4.55,3.99,3.84,3.93,2.04,3.07,-2.27,-
-2.4,1.71,1.32,1.07,0.62,-1.15,2.32,1.58,3.57,5.77,6.59,5.34,4.93,2.92,-
-0.18,-1.4,-1.09,-0.62,0.98,2.62,2.51,3.12,4.78,5.73,6.86,2.89,1.47,2.85,-
0.12,1.58,2.33,2.65,3.7,4.61,7.17,3.33,4.16,3.29,3.55,-0.72,0.13,-1.27,-
1.28,-0.45,1.31,-0.06,0.11,1.79,2.47,2.48,3.89,5.18,6.98,4.85,4.49,1.65,-
-0.15,-0.06,2.69,2.11,3.06,4.66,5.8,4.89,6.9,2.69,1.97,0.61,1.67,0.45,-
0.65,-0.03,2.05,0.97,-0.8,3.08,1.35,3.57,4.49,3.24,4.73,5.87,3.73,1.9,-
1,1.78,1.37,2.55,1.1,3.77,4.29,5.51,3.92,6.07,2.04,3.56,0.53,1.44,-
0.27,1.2,1.24,2.39,2.77,6.78,5.76,4.46,5.19,6.17,2.45,0.83,2.35,1.01,-
1.98,0.93,2.92,0.63,2.2,1.01,2.51,4.44,4.73,4.96,4.05,5.01,2.42,3.28,-
1.01,-0.59,1.84,2.34,1.85,4.72,5.59,3.62,5.35,4.68,4.18,1.27,1.51,0.8,-
-0.66,0.77,1.66,1.15,1.04,1.55,2.05,3.41,4.01,5.35,4.4,3.97,2.35,2.88,-
-0.71,-0.26,0.96,2.6,0.64,5.59,4.44,5.07,3.91,4.31,3.69,1.32,0.36,0.85,-
0.11,0.32,2.46,0.95,1,2.17,2.52,4.59,3.03,6.03,4.59,3.5,3.78,1.97,-
0.82,1.1,0.7,1.59,0.14,0.68,2.66,2.58,4.2,4.73,6.17,6.16,2.14,2.44,-
-1.73,-1.41,-0.77,-0.54,0.45,1.78,1.75,4.71,4.59,4.6,4.33,4.57,3.37,2.26,-
-0.38,0.43,1.99,1.87,3.93,5.65,5.66,4.04,6.31,3.78,1.96,-0.43,0.55,1.07,-
-0.32,1.5,0.32,-0.91,0.6,3.22,2.84,3.75,4.74,3.79,5.41,4.96,3.34,2.81,-
1.45,-0.73,0.04,-0.2,0.38,3.27,1.12,2.89,1.95,4.87,4.12,5.59,1.29,4.07,-
-2.45,-0.18,1.15,-0.5,0.56,2.64,5,2.75,6.16,5.4,4.55,4.09,1.48,0.7,-
1.12,-1.04,2.29,1.91,2.25,2.78,4.66,2.11,5.88,5.1,3.48,3.23,2.28,0.33,-
0.6,-0.46,0.29,2.56,2.61,3.87,4.33,4.57,2.13,5.44,4.75,1.39,2.45,1.51,-
0.65,0.83,2.6,4.47,3,5.52,3.78,6.05,4.02,2.91,2.69,0.91,0.15,-0.6,-
-0.09,-0.71,1.06,1.23,-0.89,0.82,2.72,3.38,3.8,3.05,6.58,3.41,3.89,2.07,-
0.24,0.52,0.14,1.78,4.1,4.21,4.43,3.54,4.06,3.34,1.07,0.63,-0.78,-1.08,-
0.4,-0.39,0.45,2.02,1.54,3.6,4.42,6.37,2.36,3.65,3.02,1.72,1.17,1.19,-
-0.3,0.15,1.37,4.13,4.15,4.61,4.54,2.9,3.35,3.57,2.1,2.02,0.89,-0.55,-
-1.37,-0.72,2.92,1.6,3.23,3.67,7.43,6.06,4.67,4.19,1.45,0.45,-0.49,1.85,-
-0.79,0.5,1.83,0.75,3.15,1.94,4.55,3.84,4.04,3.88,3.42,4.37,1.97,0.67,-
-1.76,-0.3,0.43,1.51,1.47,3.28,3.13,4.42,3.69,5.22,3.87,2.23,2.64,1.46,-
0.33,0.8,2.03,1.23,2.11,3.09,3.96,4.23,2.61,2.97,1.16,1,0.34,1.46,-
0.64,0,2.32,2.77,2.9,3.5,3.48,3.38,4.74,2.89,3,0.65,0.57,0.18,-
0.51,0.01,2.71,3.57,4.4,5.08,5.89,5.12,3.24,4.55,3.83,1.02,0.42,0,-
2.49,-0.49,-0.93,1.14,0.29,1.66,1.51,4.19,4.46,5.8,5.44,3.66,3.36,3.07,-
1.08,2.31,-1,1.03,3.4,3.73,4.9,3.52,3.1,3.47,3.02,1.96,0.14,0.4,-
-1.52,0.39,0.94,1.47,-0.05,0.47,2.75,2.38,3.54,3.8,4.51,3.11,4.72,1.7,-
0.05,0.23,0.98,1.64,1.42,4.37,4.83,3.03,4,3.07,3.81,2.52,1.9,0.86,-
-0.68,0.66,0.17,3.91,3.63,5.15,7.06,4.67,4.27,4.25,1.68,1.84,0.67,-1.59,-
0.02,1.61,0.59,1.03,3.96,4.16,5.37,5.19,4.22,2.46,1.84,0.97,1.13,0.53,-
-0.39,2.41,1.83,3.73,3.74,3.86,5.8,5.8,3.25,2.08,2.04,2.54,1.71,2.19,-
0.14,0.18,0.12,0.45,-0.08,3.05,1.47,3.87,2.9,4.67,5.7,6.49,2.13,2.65,-
0.94,2.32,1.83,3.1,3.41,3.03,5.31,5.8,5.66,5.4,2.18,1.11,0.71,1.15,-
1.66,-0.2,0.28,2.64,-1.39,2.58,2.31,3.36,5.81,2.6,7.47,2.58,3.88,2.05,-
-0.53,-0.21,-1.09,0.3,0.02,1.28,3.97,3.36,5.63,4.32,3.92,4.79,2.68,2.39,-
0.5,2.06,2.04,3.08,2.53,5.54,5.97,3.72,5.32,1.54,3.85,2.67,-0.77,-0.47,-
0.25,-0.47,0.97,1.9,2.86,3.3,3.36,2.92,1.76,4.42,3.87,1.01,2.23,2.4,-
-0.97,1.84,-0.96,0.24,0.06,0.89,2.27,2.31,2.81,3.7,5.84,4.69,4,1.7,-
0.85,0,2.33,2.12,1.97,1.97,2.86,2.97,3.65,2.4,4.63,3.77,2.21,1.62,-
-1.1,1.37,0.61,2.48,4.21,2.28,5.5,4.29,5.18,3.73,2.3,1.25,-0.31,-0.12,-
0.2,-0.73,1.83,1.13,1.48,1.58,2.6,5.19,4.33,5.69,4.48,2.89,3.96,2.24,-
-3.47,1.65,0.71,1.34,2.16,1.97,3.16,4.07,4.6,5.68,6.14,1.79,1.53,1.03,-
1.03,-0.13,3.24,2.58,3.88,4.86,5.3,5.92,4.05,4.42,1.69,-0.35,1.28,2.22,-
-1.37,-0.96,1.59,2.01,4.34,3.37,5.54,5.65,5.35,3.33,3.75,1.52,-1.28,1.09,-
-1.44,0.53,0.52,2.62,2.61,6.74,6.35,5.21,3.45,2.02,0.44,3.23,1.85,0.32,-
1.42,-0.45,0.88,1.72,2,3.08,4.06,4.58,4.72,5.92,3.07,5.73,1.11,0.81,-
0.54,1.13,1.19,-0.9,1.46,0.41,3.21,2.76,3.32,3.2,6.36,3.97,1.29,3.14,-
0.11,0.02,1.88,1.1,2.2,3.19,4.05,3.2,3.75,5.36,4.34,3.32,1.87,1.88,-
-0.81,2.4,1.11,-0.49,2.42,3.92,4.19,4.83,3.19,4.1,6.05,3.19,3.37,2.81,-
0.45,0.25,0.45,-0.56,0.84,3.01,2.42,2.97,4.24,4.85,6.35,3.94,1.94,4.18,-
-1.11,0.86,0.54,0.61,1.09,2.97,4.04,4.8,4.79,5.06,5.17,2.95,2.66,1.92,-
-0.17,0.57,0.33,2,-0.47,2.03,3.49,2.79,3.57,3.93,5.43,4.26,4.79,3.13,-
-1.1,-0.93,0.24,0.86,1.9,1.9,2.98,3.18,3.03,5.7,3.56,1.13,2.86,2.89,-
0.75,-0.66,1.15,0.33,-1.42,1.27,2.1,2.25,3.08,4.61,6.39,4.33,5,4.96,-
0.85,-1.21,2.37,2.84,3.64,4.42,3.62,3.73,2.7,3.64,1.34,2.02,0.72,2.42,-
-0.42,1.64,1.46,1.03,0.96,1.92,1.8,3.33,4.88,5.13,3.89,6.26,2.84,5.12,-
-1.04,1.52,-0.32,-0.71,0.76,0.97,3.66,1.91,5.67,3.84,4.84,3.79,4.02,2.6,-
-0.65,-0.15,2.05,1.16,2.61,4.56,3.81,3.56,3.23,3.88,4.15,2.39,1.61,-0.14,-
2.26,1.13,1.97,0.2,2.67,2.58,3.71,5.53,3.06,4.03,3.95,3.15,3.43,2.24,-
-0.07,0.55,1.77,5.31,2.59,5.19,6.39,4.29,1.82,1.76,2.51,2.48,2.25,-1.81,-
-0.15,0.19,1.38,1.14,3.37,2.38,5.82,4.66,3.25,2.9,1.12,1.22,1.56,0.01,-
-0.59,0.06,2.06,0.91,1.94,1.52,3.11,5.3,2.58,6.83,5.8,5.04,2.62,2.39,-
-0.09,-0.02,-0.2,1.12,-0.01,1.19,2.75,1.51,5.29,5.49,5.75,3.32,3.25,2.33,-
-0.76,-0.31,1.56,0.44,2.59,4.31,3.13,5.38,3.07,4.21,3.22,2.33,1.79,1.5,-
0.82,-0.83,-0.6,-0.72,-0.65,1.17,2.5,3.91,3.92,5.65,5.68,4.55,4.69,1.82,-
-1.86,0.52,0.48,0.41,4.25,3.67,2.13,3.12,3.51,3.7,3.56,2.68,1.85,3.08,-
